Brand;Model;Body_Type;Year;Price;Mileage;Engine_Size;Horsepower;Fuel_Type;Gender;Marital_Status;Has_Children;Social_Status
Tesla;Model S;Sedan;2020;47405;89514;2,5;329;Petrol;Female;Married;1;1
Kia;Optima;Truck;2019;20766;12002;;332;Electric;Male;Married;3;5
Honda;Civic;Truck;2021;27416;5027;1,8;106;Petrol;Female;Married;3;2
Honda;CR-V;Truck;2019;38223;13727;2;148;Electric;Male;Single;2;3
Mercedes;GLE;Sedan;2019;23542;51540;2;294;Petrol;Female;Single;0;4
BMW;5 Series;Sedan;2021;33605;94049;2;268;Petrol;Female;Single;3;3
Kia;Optima;Sedan;2019;25356;41946;2;111;Petrol;Female;Single;3;1
Kia;Sorento;Sedan;2020;47848;37574;2;212;Electric;Female;Single;3;1
Chevrolet;Silverado;Sedan;2020;47347;54178;2;292;Petrol;Male;Married;1;2
Chevrolet;Equinox;Sedan;2018;21427;87798;2;241;Petrol;Female;Single;0;1
BMW;5 Series;Sedan;2021;32872;96465;1,8;380;Petrol;Male;Married;1;1
Toyota;RAV4;Truck;2020;37990;86324;1,6;332;Petrol;Male;Married;0;4
Kia;Optima;Sedan;2021;21622;84391;2;116;Petrol;Female;Married;3;5
BMW;X3;Sedan;2020;30835;42700;2;303;Petrol;Female;Married;2;3
Kia;Soul;Sedan;2019;23299;80210;3,5;292;Petrol;Male;Single;3;1
BMW;5 Series;Sedan;2021;18506;14057;2;176;Petrol;Female;Married;0;1
Chevrolet;Equinox;Sedan;2021;18061;20571;1,6;334;Petrol;Male;Married;0;4
Ford;Explorer;Sedan;2019;18576;13781;2;385;Petrol;Male;Married;3;2
Nissan;Sentra;Truck;2019;18829;13802;1,8;105;Petrol;Male;Single;1;1
Toyota;Camry;Sedan;2019;45650;75661;2;300;Petrol;Female;Single;2;5
Honda;Accord;Sedan;2019;45364;88571;3,5;335;Petrol;Female;Single;1;2
Hyundai;Elantra;Sedan;2019;44498;90826;3,5;289;Petrol;Female;Married;1;5
Honda;CR-V;Sedan;2020;15755;24544;2;203;Petrol;Female;Single;0;4
Kia;Optima;Sedan;2018;46946;28347;2;111;Electric;Male;Single;1;3
Honda;CR-V;Sedan;2019;39058;52826;2;175;Petrol;Male;Married;0;4
Nissan;Maxima;Truck;2020;15921;15854;2;182;Petrol;Female;Single;0;1
Ford;Explorer;Sedan;2020;44584;65715;2;137;Petrol;Female;Married;3;4
Toyota;Corolla;Sedan;2021;31027;73083;1,8;386;Petrol;Female;Married;0;5
BMW;X3;Sedan;2020;28107;20387;2,5;314;Electric;Male;Married;1;1
Nissan;Maxima;Truck;2021;23135;35478;1,8;245;Electric;Male;Single;1;5
Ford;F-150;Hatchback;2020;34677;30347;3,5;128;Electric;Male;Single;2;4
Chevrolet;Silverado;Sedan;2018;21707;20339;2,5;306;Petrol;Male;Married;0;4
Hyundai;Santa Fe;Sedan;2020;26266;47705;2;396;Petrol;Male;Single;1;1
Hyundai;Elantra;Sedan;2019;33287;26325;2,5;183;Petrol;Female;Married;0;1
Chevrolet;Equinox;Hatchback;2018;35438;58181;1,8;394;Petrol;Female;Single;3;5
Ford;Explorer;Sedan;2020;32850;54055;2;142;Petrol;Male;Single;1;2
Kia;Optima;Sedan;2019;16172;81421;1,8;208;Petrol;Male;Single;1;1
Tesla;Model 3;Truck;2020;46512;53199;1,8;106;Petrol;Female;Married;3;4
Tesla;Model Y;Sedan;2021;37617;79307;1,8;337;Petrol;Female;Married;0;4
BMW;5 Series;Hatchback;2020;19984;38342;3,5;226;Petrol;Female;Married;2;2
Mercedes;E-Class;Hatchback;2020;16060;12099;3,5;294;Electric;Female;Married;2;1
Kia;Sorento;Truck;2020;36784;75779;;148;Petrol;Female;Married;1;3
Hyundai;Santa Fe;Hatchback;2021;48979;55481;1,6;248;Petrol;Female;Married;1;4
Honda;Fit;Truck;2020;29400;29060;2;102;Petrol;Male;Single;0;3
BMW;5 Series;Sedan;2020;17447;52481;2;284;Petrol;Female;Single;3;3
Nissan;Altima;Sedan;2020;31501;97808;2;245;Petrol;Female;Married;0;5
Tesla;Model S;Sedan;2020;42022;95714;2;276;Petrol;Female;Single;0;5
Hyundai;Santa Fe;Sedan;2020;38093;59228;3,5;372;Petrol;Female;Single;1;3
Kia;Sportage;Sedan;2019;36448;53821;;237;Petrol;Female;Married;0;3
Mercedes;GLC;Sedan;2021;27682;22557;2;158;Electric;Male;Married;2;3
Honda;Civic;Sedan;2019;47975;26807;2,5;123;Petrol;Female;Married;1;1
BMW;5 Series;Sedan;2020;36181;42246;2;373;Petrol;Female;Married;0;5
Toyota;Corolla;Sedan;2019;17078;63568;2;159;Petrol;Female;Married;1;5
Hyundai;Santa Fe;Sedan;2021;16707;77797;2,5;118;Petrol;Female;Married;2;2
Hyundai;Sonata;Sedan;2020;44888;10585;2;296;Petrol;Male;Married;1;1
Chevrolet;Camaro;Truck;2019;35507;37719;2;134;Petrol;Female;Single;1;5
Toyota;Prius;Sedan;2021;32280;98811;2;126;Petrol;Male;Married;1;3
Kia;Soul;Hatchback;2021;30763;21269;1,8;301;Petrol;Male;Single;1;1
Mercedes;C-Class;Sedan;2019;23136;11156;;146;Petrol;Female;Married;3;1
Kia;Soul;Sedan;2018;24608;22108;2;363;Petrol;Male;Married;0;1
Hyundai;Santa Fe;Truck;2019;23499;64000;2,5;276;Petrol;Female;Single;0;5
Hyundai;Tucson;Sedan;2021;23955;21808;2;287;Petrol;Female;Married;3;2
Toyota;Prius;Sedan;2020;40854;98127;3,5;232;Petrol;Female;Single;2;5
BMW;X5;Sedan;2021;49522;87822;;382;Petrol;Female;Single;1;2
Kia;Sportage;Sedan;2019;41631;58036;2;180;Electric;Female;Married;0;2
Kia;Sorento;Sedan;2019;34594;82079;3,5;188;Petrol;Male;Married;2;3
Mercedes;GLC;Hatchback;2021;38944;43432;2;178;Petrol;Female;Married;2;1
Chevrolet;Silverado;Sedan;2018;38658;62263;2,5;387;Petrol;Female;Single;2;3
Toyota;RAV4;Sedan;2018;38176;41115;;267;Petrol;Male;Single;3;1
Kia;Optima;Sedan;2020;31609;31249;1,6;130;Petrol;Male;Married;2;1
Tesla;Model X;Sedan;2018;40599;84633;2,5;302;Electric;Female;Married;3;4
Mercedes;GLC;Hatchback;2020;17752;46884;2;379;Petrol;Female;Single;1;4
Kia;Sportage;Truck;2020;47112;70561;3,5;272;Petrol;Male;Married;2;5
Hyundai;Santa Fe;Sedan;2019;40686;46490;2;265;Petrol;Female;Married;3;1
Kia;Sorento;Hatchback;2021;17258;9878;;357;Petrol;Female;Single;2;5
BMW;X3;Sedan;2020;30275;38188;1,6;229;Petrol;Male;Single;0;1
Mercedes;GLC;Hatchback;2020;44941;40489;;161;Petrol;Female;Married;3;4
Honda;CR-V;Hatchback;2020;27116;7803;;249;Petrol;Female;Single;3;5
Kia;Soul;Sedan;2018;40182;47067;2;255;Petrol;Male;Single;1;5
Kia;Optima;Sedan;2020;24003;22698;;276;Petrol;Female;Married;1;1
Mercedes;C-Class;Sedan;2020;16065;81286;2;345;Petrol;Female;Single;0;1
Toyota;Prius;Sedan;2021;48905;86134;2,5;170;Petrol;Male;Married;1;2
Honda;Fit;Sedan;2020;24260;23804;2;177;Petrol;Female;Single;1;3
Chevrolet;Malibu;Sedan;2020;16788;88549;2;229;Petrol;Male;Single;3;1
Chevrolet;Equinox;Sedan;2019;40884;64147;1,8;392;Electric;Female;Married;3;4
Honda;Fit;Sedan;2018;17248;17672;1,8;241;Petrol;Male;Single;3;1
Toyota;Corolla;Sedan;2019;19514;24392;2,5;190;Petrol;Female;Single;0;3
Nissan;Sentra;Truck;2018;27784;10435;2;150;Petrol;Male;Single;0;3
Toyota;Camry;Truck;2019;28918;87072;1,6;300;Petrol;Male;Single;3;4
Hyundai;Santa Fe;Sedan;2020;32591;27054;3,5;138;Petrol;Female;Single;1;5
Toyota;RAV4;Sedan;2018;38413;15925;2;150;Petrol;Male;Single;2;1
Nissan;Altima;Sedan;2021;39084;89711;1,8;264;Petrol;Female;Single;0;3
Toyota;Corolla;Sedan;2020;39448;43736;1,6;123;Petrol;Male;Single;2;2
Honda;CR-V;Sedan;2021;36989;62974;2;382;Petrol;Male;Married;3;1
Ford;Explorer;Sedan;2021;17576;86443;2;275;Petrol;Female;Single;2;5
Chevrolet;Equinox;Truck;2019;25309;17424;2;293;Petrol;Male;Married;0;2
Mercedes;GLE;Sedan;2021;37059;56031;2;349;Petrol;Female;Married;1;1
Tesla;Model X;Hatchback;2020;41270;58903;2,5;101;Petrol;Male;Single;2;2
Chevrolet;Malibu;Hatchback;2021;28560;27855;2,5;144;Petrol;Male;Single;2;3
Ford;F-150;Sedan;2020;19996;40372;2;171;Petrol;Male;Single;1;2
Honda;Accord;Sedan;2020;34073;65305;1,8;270;Petrol;Female;Single;0;4
Toyota;Prius;Sedan;2020;46382;13475;1,8;279;Petrol;Female;Single;3;2
Toyota;Prius;Truck;2020;36035;6878;2;312;Petrol;Male;Married;3;3
Kia;Optima;Sedan;2021;42380;11232;3,5;367;Petrol;Male;Married;0;2
Nissan;Rogue;Sedan;2021;39522;54015;2;296;Petrol;Male;Married;0;2
Chevrolet;Equinox;Sedan;2019;27003;56945;2;169;Petrol;Female;Married;3;1
Mercedes;GLC;Sedan;2021;37983;27831;1,6;185;Petrol;Female;Married;3;1
Chevrolet;Malibu;Sedan;2020;35245;70716;2;121;Petrol;Female;Married;1;3
Mercedes;C-Class;Sedan;2021;19346;88292;3,5;181;Petrol;Female;Married;1;1
Chevrolet;Equinox;Sedan;2021;44369;37061;2,5;100;Electric;Female;Single;0;2
Hyundai;Sonata;Sedan;2020;45541;28489;2,5;173;Petrol;Male;Single;0;2
Toyota;Corolla;Sedan;2021;25212;75209;2,5;206;Petrol;Male;Married;3;4
Nissan;Rogue;Sedan;2020;42162;69502;2,5;238;Petrol;Male;Married;2;5
Chevrolet;Malibu;Sedan;2020;34932;51805;2;171;Petrol;Female;Single;1;5
Hyundai;Tucson;Sedan;2021;16562;15005;1,8;256;Petrol;Female;Single;3;3
Kia;Soul;Sedan;2019;37951;60787;2,5;147;Petrol;Female;Single;0;4
BMW;5 Series;Hatchback;2018;29133;87638;;381;Petrol;Female;Married;0;1
Hyundai;Tucson;Sedan;2018;16371;7898;1,6;378;Petrol;Male;Single;1;5
BMW;3 Series;Hatchback;2018;23511;55732;2;207;Petrol;Male;Single;1;2
Honda;CR-V;Sedan;2021;41993;93847;2,5;117;Petrol;Male;Single;1;1
Tesla;Model X;Sedan;2021;45087;51256;2;184;Electric;Male;Married;0;4
Mercedes;C-Class;Sedan;2020;30090;97082;2;204;Petrol;Female;Married;2;4
Nissan;Altima;Sedan;2021;32968;6041;2;198;Petrol;Female;Married;0;3
Honda;CR-V;Truck;2018;37761;52682;1,8;129;Petrol;Male;Single;3;4
Tesla;Model X;Sedan;2021;18690;93316;2;266;Petrol;Female;Married;2;3
Toyota;Corolla;Sedan;2020;30678;9221;;370;Petrol;Female;Single;0;4
Toyota;Corolla;Sedan;2020;35303;18977;1,6;172;Petrol;Female;Single;2;4
Toyota;Prius;Sedan;2020;48519;5003;1,6;325;Petrol;Male;Married;2;3
Kia;Soul;Sedan;2019;22689;51206;;310;Petrol;Male;Married;1;2
Toyota;Camry;Sedan;2020;16669;18976;1,8;225;Electric;Male;Single;2;1
Ford;F-150;Sedan;2021;27480;66433;3,5;129;Petrol;Male;Single;2;5
Nissan;Altima;Sedan;2020;36537;20659;2;257;Petrol;Male;Married;1;4
Nissan;Maxima;Sedan;2018;27363;82366;2,5;233;Petrol;Female;Married;2;5
Mercedes;C-Class;Hatchback;2020;16673;82564;2;374;Petrol;Male;Single;3;5
Tesla;Model 3;Sedan;2020;39839;99938;2;346;Electric;Female;Married;0;2
BMW;3 Series;Sedan;2019;16008;62887;2;113;Petrol;Male;Married;3;3
Nissan;Maxima;Sedan;2020;43124;44604;2,5;296;Petrol;Female;Married;3;4
Honda;Civic;Sedan;2020;26787;8955;2;199;Petrol;Male;Married;0;1
Toyota;Prius;Sedan;2021;36768;20698;2;299;Petrol;Male;Single;2;4
Tesla;Model X;Sedan;2019;30121;79002;3,5;183;Petrol;Female;Single;3;3
Honda;Accord;Sedan;2020;44778;36886;2;396;Petrol;Male;Married;0;5
Ford;Fusion;Sedan;2021;34110;95982;2;123;Petrol;Male;Married;2;4
Ford;Fusion;Sedan;2020;25096;57392;2,5;206;Petrol;Female;Single;1;2
Hyundai;Elantra;Hatchback;2018;31968;74044;2;243;Petrol;Male;Single;1;5
Nissan;Maxima;Sedan;2020;22176;5797;1,8;164;Petrol;Female;Single;3;2
Honda;Civic;Hatchback;2018;27817;57564;;309;Petrol;Male;Married;3;2
Mercedes;E-Class;Sedan;2021;45204;27573;2,5;140;Petrol;Female;Married;1;3
Hyundai;Sonata;Sedan;2021;44572;95835;2,5;397;Petrol;Male;Married;3;2
Hyundai;Sonata;Sedan;2020;40921;28922;2;289;Petrol;Male;Single;0;5
BMW;X3;Sedan;2021;31896;96726;2,5;104;Petrol;Male;Married;2;3
Mercedes;C-Class;Sedan;2020;41028;26425;2;379;Petrol;Female;Single;0;3
Nissan;Maxima;Hatchback;2021;16170;68507;3,5;125;Petrol;Female;Single;3;1
Kia;Optima;Hatchback;2021;44130;83458;2;257;Electric;Male;Married;2;2
Hyundai;Sonata;Sedan;2020;16824;86503;2;329;Petrol;Male;Married;1;3
Chevrolet;Silverado;Sedan;2020;31564;84332;1,6;129;Electric;Female;Single;2;1
Tesla;Model Y;Sedan;2019;41352;58904;1,8;274;Petrol;Female;Married;0;5
Kia;Sportage;Sedan;2021;42094;59218;2;157;Electric;Male;Single;3;4
Ford;Mustang;Truck;2019;48520;21506;2,5;306;Electric;Male;Married;0;2
Mercedes;E-Class;Truck;2019;47793;92598;2;152;Petrol;Male;Single;0;2
Hyundai;Tucson;Sedan;2018;15319;97617;2,5;117;Petrol;Male;Married;0;3
Hyundai;Elantra;Sedan;2019;15965;85421;2;251;Petrol;Female;Single;2;4
Toyota;RAV4;Sedan;2020;34329;16519;1,8;351;Petrol;Female;Married;2;5
Kia;Sportage;Sedan;2019;35121;94151;2;103;Petrol;Male;Single;1;3
Toyota;Prius;Sedan;2020;24742;98221;2;219;Petrol;Female;Married;2;4
BMW;X5;Sedan;2021;32262;13085;3,5;361;Petrol;Male;Single;2;3
Toyota;Camry;Sedan;2021;43039;77543;;199;Petrol;Male;Married;0;1
Tesla;Model S;Sedan;2021;41782;48527;2,5;175;Petrol;Male;Single;0;1
Toyota;Prius;Sedan;2019;36234;46080;2,5;290;Petrol;Male;Single;0;3
Honda;Fit;Hatchback;2020;15956;80080;2,5;329;Petrol;Male;Single;1;3
Hyundai;Elantra;Sedan;2019;27173;32456;2;347;Petrol;Male;Married;1;5
Ford;Mustang;Truck;2021;25268;12653;1,6;271;Petrol;Female;Married;1;5
Chevrolet;Equinox;Hatchback;2020;43971;39489;2,5;226;Petrol;Female;Married;0;5
Kia;Optima;Sedan;2020;40885;27719;2;157;Petrol;Male;Married;2;3
BMW;5 Series;Hatchback;2021;49505;87663;2;373;Petrol;Female;Single;0;2
Hyundai;Santa Fe;Sedan;2020;23499;57637;2,5;352;Petrol;Male;Single;0;4
Chevrolet;Malibu;Hatchback;2018;30073;41453;2;273;Petrol;Female;Married;0;4
Nissan;Rogue;Sedan;2020;31997;83905;1,8;289;Petrol;Male;Single;2;1
Honda;Civic;Sedan;2018;41933;24123;2;200;Petrol;Male;Married;3;5
Ford;Explorer;Sedan;2020;24357;27005;3,5;388;Petrol;Male;Married;0;5
Mercedes;GLE;Sedan;2020;29213;29171;2;279;Petrol;Female;Married;3;3
BMW;X3;Hatchback;2020;34777;5001;3,5;272;Petrol;Male;Single;1;3
Hyundai;Sonata;Sedan;2020;43662;30396;1,8;328;Petrol;Female;Married;3;2
BMW;3 Series;Sedan;2020;35041;16243;2;252;Petrol;Male;Single;2;2
Tesla;Model 3;Sedan;2020;32071;90538;;386;Petrol;Female;Single;2;1
Kia;Optima;Sedan;2021;48416;49455;2;310;Petrol;Male;Married;3;1
Toyota;Camry;Sedan;2020;21947;18061;2,5;140;Petrol;Male;Single;3;3
Tesla;Model Y;Sedan;2020;17796;99573;2;240;Petrol;Male;Single;2;4
Kia;Sorento;Truck;2020;39683;38331;2;272;Petrol;Female;Married;1;5
Nissan;Sentra;Sedan;2019;46729;77941;1,8;390;Petrol;Male;Single;0;3
Mercedes;C-Class;Truck;2020;28851;31694;2,5;299;Petrol;Male;Married;1;1
Chevrolet;Camaro;Sedan;2020;39785;26669;2;220;Petrol;Male;Married;2;3
Tesla;Model X;Hatchback;2021;23752;32156;2;165;Petrol;Female;Single;1;5
Toyota;Camry;Sedan;2019;49962;26407;3,5;327;Petrol;Female;Married;0;2
Mercedes;GLE;Sedan;2019;38192;21639;2;170;Petrol;Female;Married;0;2
BMW;X5;Sedan;2020;30188;70051;2;343;Petrol;Male;Married;0;1
Nissan;Rogue;Hatchback;2021;35615;15330;2;371;Petrol;Male;Married;1;1
Chevrolet;Equinox;Sedan;2018;25319;54324;2,5;242;Petrol;Male;Married;0;3
Nissan;Sentra;Sedan;2020;46122;43005;2,5;221;Petrol;Male;Married;0;2
Nissan;Altima;Sedan;2019;30640;91055;2,5;256;Petrol;Male;Single;0;3
BMW;X5;Sedan;2021;38689;23626;2;255;Petrol;Male;Single;0;5
Chevrolet;Camaro;Sedan;2021;36630;47781;;264;Petrol;Female;Married;2;2
Mercedes;GLC;Sedan;2020;15711;55543;2;175;Petrol;Female;Single;2;2
Mercedes;GLC;Sedan;2020;44725;89602;2;142;Petrol;Female;Single;2;4
Ford;Fusion;Sedan;2020;33176;22772;1,6;350;Electric;Female;Single;2;5
Tesla;Model Y;Sedan;2020;25984;54016;2;380;Petrol;Female;Single;1;2
Chevrolet;Camaro;Sedan;2019;47672;45301;1,8;119;Petrol;Male;Single;1;2
Mercedes;E-Class;Sedan;2021;41531;99164;1,8;334;Petrol;Female;Single;2;1
Honda;Civic;Sedan;2021;33424;17743;2,5;375;Petrol;Male;Married;0;2
Mercedes;E-Class;Sedan;2020;45833;45915;2,5;370;Petrol;Male;Married;3;4
Honda;CR-V;Sedan;2021;22736;44780;1,6;312;Petrol;Female;Married;0;5
Hyundai;Elantra;Hatchback;2021;48463;89948;2;325;Petrol;Male;Married;2;1
Tesla;Model X;Sedan;2019;15160;67499;2,5;294;Petrol;Male;Married;2;4
Ford;F-150;Sedan;2020;46671;65829;1,8;248;Petrol;Female;Married;3;2
Kia;Sorento;Sedan;2020;40715;93063;1,6;249;Electric;Male;Single;0;2
Mercedes;GLC;Truck;2020;22890;88564;2;253;Petrol;Female;Single;2;3
Chevrolet;Equinox;Sedan;2020;18414;45688;2,5;162;Petrol;Female;Married;1;2
Ford;Fusion;Truck;2021;23254;62643;2;104;Petrol;Female;Single;1;5
Mercedes;E-Class;Truck;2019;44726;31006;2;363;Petrol;Female;Married;2;1
BMW;X3;Sedan;2021;22649;97862;2,5;175;Petrol;Female;Married;2;2
Ford;F-150;Sedan;2019;43085;76348;2,5;149;Petrol;Female;Married;2;1
Honda;CR-V;Sedan;2020;16336;98652;3,5;126;Electric;Male;Married;0;4
Hyundai;Tucson;Truck;2021;40814;7663;1,8;201;Petrol;Male;Married;3;2
Mercedes;C-Class;Truck;2021;45137;34805;1,8;111;Petrol;Female;Married;2;1
Ford;Fusion;Hatchback;2020;44861;33401;2,5;207;Petrol;Female;Married;1;2
Honda;Civic;Sedan;2021;47398;59303;3,5;247;Petrol;Female;Married;3;1
Honda;CR-V;Hatchback;2018;29591;78875;;323;Petrol;Male;Married;3;5
Chevrolet;Silverado;Sedan;2020;18909;88230;2;267;Petrol;Female;Married;3;3
Chevrolet;Camaro;Sedan;2018;30331;93798;1,6;197;Petrol;Male;Single;3;1
BMW;X3;Sedan;2021;49677;91294;2,5;164;Petrol;Female;Married;3;3
Mercedes;E-Class;Hatchback;2020;46947;6443;2;383;Petrol;Male;Married;1;1
Mercedes;GLE;Sedan;2020;45816;32403;1,8;327;Electric;Female;Single;2;4
Toyota;RAV4;Sedan;2021;32842;94917;1,6;339;Petrol;Male;Single;0;4
Toyota;Corolla;Truck;2019;39900;94828;1,8;129;Petrol;Female;Single;2;4
Tesla;Model Y;Truck;2019;17673;54470;2;397;Petrol;Male;Married;2;4
Ford;Explorer;Sedan;2019;21748;71780;3,5;220;Petrol;Female;Single;3;3
Ford;Mustang;Sedan;2020;49661;27184;3,5;317;Petrol;Female;Married;0;4
Honda;Fit;Sedan;2020;43790;10305;2;123;Petrol;Female;Single;0;3
Nissan;Altima;Sedan;2019;26596;78767;2;268;Petrol;Female;Single;0;3
Chevrolet;Camaro;Sedan;2018;46107;46906;2;338;Petrol;Female;Married;3;1
BMW;X5;Hatchback;2020;27871;52582;1,8;100;Electric;Male;Single;3;3
BMW;5 Series;Sedan;2020;16995;55224;;362;Petrol;Male;Single;0;2
Tesla;Model S;Truck;2020;27696;67442;2;264;Petrol;Male;Married;1;1
Hyundai;Sonata;Truck;2019;28658;56263;;238;Petrol;Female;Single;3;4
Tesla;Model Y;Sedan;2020;42606;39815;3,5;119;Petrol;Male;Single;1;1
Ford;Explorer;Sedan;2018;19356;15734;3,5;136;Petrol;Female;Single;2;2
Chevrolet;Camaro;Truck;2020;47614;14626;2;135;Petrol;Male;Married;3;2
Chevrolet;Camaro;Sedan;2021;30749;46192;3,5;350;Petrol;Female;Single;3;1
BMW;3 Series;Sedan;2018;44367;75880;2;268;Petrol;Male;Single;1;1
Hyundai;Elantra;Sedan;2020;15007;93502;2;115;Petrol;Male;Single;1;5
Hyundai;Sonata;Truck;2021;40524;96719;1,6;302;Petrol;Male;Single;3;5
Nissan;Altima;Truck;2021;45785;87260;2,5;194;Petrol;Female;Married;0;2
Ford;Explorer;Truck;2021;17463;75406;2;160;Petrol;Female;Married;2;4
Chevrolet;Malibu;Sedan;2021;42936;81526;1,8;244;Petrol;Female;Single;3;2
Tesla;Model S;Hatchback;2020;15594;58379;1,8;262;Petrol;Male;Single;2;3
Toyota;Prius;Sedan;2021;45566;72902;3,5;279;Petrol;Male;Married;1;4
Hyundai;Elantra;Hatchback;2018;35828;13672;1,6;230;Petrol;Male;Married;0;1
Nissan;Altima;Sedan;2019;25392;77011;1,6;301;Petrol;Male;Single;0;2
Kia;Sorento;Sedan;2021;42983;99841;2,5;234;Petrol;Female;Single;1;2
Kia;Optima;Sedan;2020;23661;98540;1,6;383;Petrol;Male;Single;3;4
Hyundai;Sonata;Sedan;2021;31249;43797;2;121;Petrol;Male;Single;2;2
Ford;F-150;Sedan;2019;38023;73782;2;202;Petrol;Male;Single;2;3
Chevrolet;Malibu;Sedan;2019;36691;71774;1,8;134;Petrol;Female;Married;1;2
Mercedes;E-Class;Hatchback;2018;30211;88454;2;360;Petrol;Female;Single;0;2
Honda;Fit;Sedan;2021;18483;11040;2;167;Petrol;Female;Married;1;5
BMW;5 Series;Sedan;2019;28727;21985;2,5;367;Petrol;Female;Married;3;2
Ford;F-150;Sedan;2020;32822;78958;1,8;288;Petrol;Male;Married;1;3
Tesla;Model Y;Truck;2021;15734;74955;2,5;277;Petrol;Male;Single;1;3
Kia;Sportage;Truck;2021;45781;21960;2,5;385;Petrol;Female;Married;0;2
Ford;F-150;Sedan;2021;46271;57131;1,8;374;Petrol;Female;Married;1;1
BMW;X5;Sedan;2020;18011;58683;2,5;235;Petrol;Male;Married;1;5
Mercedes;GLC;Sedan;2021;39709;39877;2,5;225;Electric;Male;Married;1;4
Hyundai;Santa Fe;Hatchback;2021;23430;10848;2;354;Petrol;Female;Married;3;1
Nissan;Rogue;Sedan;2020;16258;81123;;350;Petrol;Male;Married;0;1
Chevrolet;Equinox;Sedan;2020;22988;54045;2;251;Petrol;Male;Single;1;5
Honda;CR-V;Sedan;2020;44237;23236;1,6;307;Petrol;Male;Married;3;3
Chevrolet;Camaro;Sedan;2020;23947;62949;2;314;Petrol;Male;Married;1;5
Ford;Mustang;Truck;2020;25881;50959;2;144;Petrol;Female;Single;0;3
Ford;Mustang;Sedan;2020;24701;88313;2;238;Petrol;Female;Single;0;5
Kia;Soul;Sedan;2021;26982;10937;2;316;Petrol;Male;Single;1;4
BMW;X3;Sedan;2021;47967;65371;2,5;374;Petrol;Male;Single;0;2
Chevrolet;Silverado;Hatchback;2018;19819;7327;3,5;150;Electric;Male;Married;3;5
Tesla;Model Y;Hatchback;2020;38289;21163;2;338;Petrol;Male;Single;1;4
Nissan;Altima;Sedan;2019;35378;87043;2;333;Petrol;Male;Single;3;5
Hyundai;Sonata;Sedan;2019;21853;21304;2;105;Petrol;Female;Married;1;4
Nissan;Maxima;Sedan;2021;22351;93073;2;110;Petrol;Female;Single;2;5
Honda;Accord;Sedan;2021;34669;94442;;190;Petrol;Female;Married;0;3
BMW;X3;Sedan;2021;45343;11056;2;120;Petrol;Female;Married;3;3
Kia;Soul;Sedan;2019;32935;48822;1,6;181;Petrol;Male;Single;1;4
Hyundai;Sonata;Sedan;2018;16992;22418;2,5;257;Petrol;Female;Married;3;3
Honda;CR-V;Sedan;2020;49619;71865;2;276;Petrol;Male;Single;3;5
Honda;CR-V;Sedan;2019;16781;95777;2,5;291;Petrol;Female;Married;3;4
Hyundai;Elantra;Sedan;2018;20403;75157;2;296;Petrol;Female;Married;0;1
BMW;3 Series;Sedan;2021;22804;98164;3,5;393;Petrol;Male;Married;2;4
Honda;Fit;Sedan;2021;37390;53849;1,8;339;Petrol;Female;Married;1;2
Chevrolet;Equinox;Sedan;2019;29546;36481;2,5;250;Electric;Male;Single;3;1
Ford;F-150;Sedan;2021;15150;78695;2;206;Petrol;Male;Married;0;2
Nissan;Altima;Sedan;2019;19111;12663;;286;Petrol;Male;Single;0;1
Chevrolet;Equinox;Sedan;2018;17321;32310;2,5;210;Petrol;Female;Single;0;2
Toyota;Corolla;Truck;2019;37337;50961;2;286;Petrol;Male;Married;0;4
Mercedes;E-Class;Sedan;2018;27637;79419;;174;Petrol;Female;Single;0;3
Nissan;Sentra;Sedan;2019;36766;80976;;130;Petrol;Male;Married;1;2
Honda;Civic;Sedan;2021;46810;80626;1,6;398;Petrol;Female;Married;3;3
Kia;Optima;Sedan;2018;26350;8631;2;358;Petrol;Male;Single;1;4
BMW;X5;Sedan;2019;40774;84031;3,5;198;Petrol;Female;Married;1;1
Ford;F-150;Truck;2018;24065;82250;2;287;Petrol;Male;Married;0;3
Toyota;Corolla;Sedan;2021;38932;85898;2,5;122;Petrol;Female;Married;1;5
Chevrolet;Malibu;Truck;2020;47540;46525;2;129;Petrol;Male;Married;3;2
Toyota;Corolla;Sedan;2020;17798;50459;1,8;152;Petrol;Male;Single;3;3
Hyundai;Elantra;Sedan;2019;27989;25373;1,8;224;Petrol;Male;Single;2;5
Honda;CR-V;Sedan;2021;24479;26915;2;195;Electric;Male;Married;3;5
Kia;Optima;Sedan;2020;19630;22763;2;190;Petrol;Male;Single;1;5
Honda;Civic;Sedan;2020;43093;37233;2,5;344;Petrol;Male;Single;1;4
BMW;5 Series;Sedan;2020;41673;30586;2;306;Petrol;Female;Married;3;3
Ford;F-150;Sedan;2019;32102;63771;1,6;303;Petrol;Female;Married;1;3
Kia;Optima;Sedan;2020;34296;74423;2;209;Petrol;Male;Single;1;5
Honda;Civic;Sedan;2020;24218;6902;1,8;152;Electric;Male;Single;0;4
BMW;X3;Sedan;2020;31925;91990;2;206;Petrol;Female;Single;3;2
Hyundai;Santa Fe;Sedan;2020;42723;80535;3,5;330;Petrol;Male;Married;3;2
BMW;X3;Sedan;2020;24304;99682;2;153;Petrol;Male;Married;3;4
BMW;X3;Sedan;2021;36508;91217;2,5;396;Petrol;Male;Married;2;2
